accordions	N	accordion
accouchement	N	accouchement
accouchements	N	accouchement
account	N	account
accounts	N	account
accountancy	N	accountancy
accountant	N	accountant
accountants	N	accountant
accouterments	N	accouterments
accretion	N	accretion
accretions	N	accretion
accumulation	N	accumulation
accumulations	N	accumulation
accumulator	N	accumulator
accumulators	N	accumulator
accuracies	N	accuracy
accuracy	N	accuracy
accusation	N	accusation
accusations	N	accusation
accusative	N	accusative
accusatives	N	accusative
accused	N	accused
accuser	N	accuser
accusers	N	accuser
ace	N	ace
aces	N	ace
acerbities	N	acerbity
acerbity	N	acerbity
acetate	N	acetate
acetyl	N	acetyl
acetylene	N	acetylene
ache	N	ache
aches	N	ache
achievement	N	achievement
achievements	N	achievement
Achilles	N	achilles
acid	N	acid
acidity	N	acidity
ack-ack	N	ack-ack
ack-acks	N	ack-ack
acknowledgement	N	acknowledgement
acknowledgements	N	acknowledgement
acme	N	acme
acne	N	acne
acolyte	N	acolyte
acolytes	N	acolyte
aconite	N	aconite
aconites	N	aconite
acorn	N	acorn
acorns	N	acorn
acorn-cup	N	acorn-cup
acorn-cups	N	acorn-cup
acoustic	N	acoustic
acoustics	N	acoustic
acoustics	N	acoustics
acquaintance	N	acquaintance
acquaintances	N	acquaintance
acquaintanceship	N	acquaintanceship
acquaintanceships	N	acquaintanceship
acquiescence	N	acquiescence
acquirement	N	acquirement
acquirements	N	acquirement
acquisition	N	acquisition
acquisitions	N	acquisition
acquisitiveness	N	acquisitiveness
acquittal	N	acquittal
acquittals	N	acquittal
acre	N	acre
acres	N	acre
acreage	N	acreage
acrimony	N	acrimony
acrobat	N	acrobat
acrobats	N	acrobat
acrobatics	N	acrobatics
acronym	N	acronym
acronyms	N	acronym
Acropolis	N	acropolis
acropolis	N	acropolis
acropolises	N	acropolis
acrostic	N	acrostic
acrostics	N	acrostic
acrylic	N	acrylic
acrylics	N	acrylic
act	N	act
acts	N	act
acting	N	acting
actinism	N	actinism
action	N	action
actions	N	action
activation	N	activation
active	N	active
activist	N	activist
activists	N	activist
activities	N	activity
activity	N	activity
actor	N	actor
actors	N	actor
actress	N	actress
actresses	N	actress
Acts	N	acts
actualities	N	actuality
actuality	N	actuality
actuaries	N	actuary
actuary	N	actuary
acuity	N	acuity
acumen	N	acumen
acupuncture	N	acupuncture
acuteness	N	acuteness
ad	N	ad
ads	N	ad
A.D.	N	a.d.
adage	N	adage
adages	N	adage
adagio	N	adagio
adagios	N	adagio
Adam	N	adam
adamancy	N	adamancy
adamant	N	adamant
adaptability	N	adaptability
adaptation	N	adaptation
adaptations	N	adaptation
adapter	N	adapter
adapters	N	adapter
ADC	N	adc
addenda	N	addendum
addendum	N	addendum
adder	N	adder
adders	N	adder
addict	N	addict
addicts	N	addict
addiction	N	addiction
addictions	N	addiction
adding-machine	N	adding-machine
adding-machines	N	adding-machine
addition	N	addition
additions	N	addition
additive	N	additive
additives	N	additive
addle-head	N	addle-head
addle-heads	N	addle-head
address	N	address
addresses	N	address
addressee	N	addressee
addressees	N	addressee
Addressograph	N	addressograph
Addressographs	N	addressograph
Addressograph	N	addressograph
adenoids	N	adenoids
adept	N	adept
adepts	N	adept
adequacy	N	adequacy
adherence	N	adherence
adherent	N	adherent
adherents	N	adherent
adhesion	N	adhesion
adhesions	N	adhesion
adhesive	N	adhesive
adhesives	N	adhesive
adieu	N	adieu
adieus	N	adieu
adj	N	adj
adjective	N	adjective
adjectives	N	adjective
adjournment	N	adjournment
adjournments	N	adjournment
adjudication	N	adjudication
adjudicator	N	adjudicator
adjudicators	N	adjudicator
adjunct	N	adjunct
adjuncts	N	adjunct
adjuration	N	adjuration
adjurations	N	adjuration
adjuster	N	adjuster
adjusters	N	adjuster
adjustment	N	adjustment
adjustments	N	adjustment
adjutant	N	adjutant
adjutants	N	adjutant
ad-man	N	ad-man
ad-men	N	ad-man
admass	N	admass
administration	N	administration
administrations	N	administration
administrator	N	administrator
administrators	N	administrator
admiral	N	admiral
admirals	N	admiral
Admiralties	N	admiralty
Admiralty	N	admiralty
admiration	N	admiration
admirer	N	admirer
admirers	N	admirer
admissibility	N	admissibility
admission	N	admission
admissions	N	admission
admittance	N	admittance
admixture	N	admixture
admixtures	N	admixture
admonition	N	admonition
admonitions	N	admonition
ado	N	ado
adobe	N	adobe
adolescence	N	adolescence
adolescent	N	adolescent
adolescents	N	adolescent
adoption	N	adoption
adoptions	N	adoption
adoration	N	adoration
adorer	N	adorer
adorers	N	adorer
adornment	N	adornment
adornments	N	adornment
adrenalin	N	adrenalin
adroitness	N	adroitness
adulation	N	adulation
adulator	N	adulator
adulators	N	adulator
adult	N	adult
adults	N	adult
adulterant	N	adulterant
adulterants	N	adulterant
adulteration	N	adulteration
adulterations	N	adulteration
adulterer	N	adulterer
adulterers	N	adulterer
adulteress	N	adulteress
adulteresses	N	adulteress
adulteries	N	adultery
adultery	N	adultery
adulthood	N	adulthood
adumbration	N	adumbration
adumbrations	N	adumbration
adv	N	adv
advance	N	advance
advances	N	advance
advancement	N	advancement
advances	N	advances
advantage	N	advantage
advantages	N	advantage
advent	N	advent
Advent	N	advent
Adventist	N	adventist
Adventists	N	adventist
adventure	N	adventure
adventures	N	adventure
adventurer	N	adventurer
adventurers	N	adventurer
adventuress	N	adventuress
adventuresses	N	adventuress
adverb	N	adverb
adverbs	N	adverb
adverbial	N	adverbial
adverbials	N	adverbial
adversaries	N	adversary
adversary	N	adversary
adversities	N	adversity
adversity	N	adversity
advert	N	advert
adverts	N	advert
advertence	N	advertence
advertences	N	advertence
advertisement	N	advertisement
advertisements	N	advertisement
advertiser	N	advertiser
advertisers	N	advertiser
advertising	N	advertising
advice	N	advice
advices	N	advice
advisability	N	advisability
adviser	N	adviser
advisers	N	adviser
advocacy	N	advocacy
advocate	N	advocate
advocates	N	advocate
advowson	N	advowson
advowsons	N	advowson
adz	N	adz
adzes	N	adz
aegis	N	aegis
aeon	N	aeon
aeons	N	aeon
aeration	N	aeration
aerial	N	aerial
aerials	N	aerial
aerobatics	N	aerobatics
aerodrome	N	aerodrome
aerodromes	N	aerodrome
aerodynamics	N	aerodynamics
aeronaut	N	aeronaut
aeronauts	N	aeronaut
aeronautics	N	aeronautics
aerosol	N	aerosol
aerosols	N	aerosol
aerospace	N	aerospace
aertex	N	aertex
aesthete	N	aesthete
aesthetes	N	aesthete
aesthetic	N	aesthetic
aesthetics	N	aesthetics
aetiology	N	aetiology
affability	N	affability
affair	N	affair
affairs	N	affair
affectation	N	affectation
affectations	N	affectation
affectedness	N	affectedness
affection	N	affection
affections	N	affection
affidavit	N	affidavit
affidavits	N	affidavit
affiliation	N	affiliation
affiliations	N	affiliation
affinities	N	affinity
affinity	N	affinity
affirmation	N	affirmation
affirmations	N	affirmation
affirmative	N	affirmative
affirmatives	N	affirmative
affix	N	affix
affixes	N	affix
afflatus	N	afflatus
affliction	N	affliction
afflictions	N	affliction
affluence	N	affluence
affluent	N	affluent
affluents	N	affluent
afforestation	N	afforestation
affray	N	affray
affrays	N	affray
affricate	N	affricate
affricates	N	affricate
affront	N	affront
affronts	N	affront
Afghan	N	afghan
Afghans	N	afghan
Afghani	N	afghani
Afghanis	N	afghani
Afghanistan	N	afghanistan
Afghanistani	N	afghanistani
Afghanistanis	N	afghanistani
aficionado	N	aficionado
aficionados	N	aficionado
aforementioned	N	aforementioned
aforesaid	N	aforesaid
Africa	N	africa
African	N	african
Africans	N	african
Afrikaans	N	afrikaans
Afrikaner	N	afrikaner
Afrikaners	N	afrikaner
Afro	N	afro
Afros	N	afro
Afro-American	N	afro-american
Afro-Americans	N	afro-american
Afro-wig	N	afro-wig
Afro-wigs	N	afro-wig
afterbirth	N	afterbirth
aftercare	N	aftercare
afterdamp	N	afterdamp
after-effect	N	after-effect
after-effects	N	after-effect
afterglow	N	afterglow
afterlife	N	afterlife
afterlives	N	afterlife
aftermath	N	aftermath
afternoon	N	afternoon
afternoons	N	afternoon
afters	N	afters
aftershave	N	aftershave
aftershaves	N	aftershave
aftertaste	N	aftertaste
aftertastes	N	aftertaste
afterthought	N	afterthought
afterthoughts	N	afterthought
agar	N	agar
agar-agar	N	agar-agar
agate	N	agate
agates	N	agate
agave	N	agave
agaves	N	agave
age	N	age
ages	N	age
agelessness	N	agelessness
agencies	N	agency
agency	N	agency
agenda	N	agenda
agendas	N	agenda
agent	N	agent
agents	N	agent
agglomerate	N	agglomerate
agglomeration	N	agglomeration
agglomerations	N	agglomeration
agglutination	N	agglutination
aggravation	N	aggravation
aggravations	N	aggravation
aggregate	N	aggregate
aggregates	N	aggregate
aggregation	N	aggregation
aggregations	N	aggregation
aggression	N	aggression
aggressions	N	aggression
aggressiveness	N	aggressiveness
aggressor	N	aggressor
aggressors	N	aggressor
aggro	N	aggro
agility	N	agility
agitation	N	agitation
agitations	N	agitation
agitator	N	agitator
agitators	N	agitator
agnail	N	agnail
agnostic	N	agnostic
agnostics	N	agnostic
agnosticism	N	agnosticism
agonies	N	agony
agony	N	agony
agora	N	agora
agorae	N	agora
agoras	N	agora
agoraphobia	N	agoraphobia
agoraphobic	N	agoraphobic
agoraphobics	N	agoraphobic
agreement	N	agreement
agreements	N	agreement
agriculturalist	N	agriculturalist
agriculturalists	N	agriculturalist
agriculture	N	agriculture
agriculturist	N	agriculturist
agriculturists	N	agriculturist
agronomist	N	agronomist
agronomists	N	agronomist
agronomy	N	agronomy
ague	N	ague
agues	N	ague
aid	N	aid
aids	N	aid
aide	N	aide
aides	N	aide
aide-de-camp	N	aide-de-camp
aides-de-camp	N	aide-de-camp
aigret	N	aigret
aigrets	N	aigret
aileron	N	aileron
ailerons	N	aileron
ailment	N	ailment
ailments	N	ailment
aim	N	aim
aims	N	aim
aimlessness	N	aimlessness
air	N	air
airs	N	air
airbase	N	airbase
airbases	N	airbase
airbed	N	airbed
airbeds	N	airbed
air-bladder	N	air-bladder
air-bladders	N	air-bladder
airbrake	N	airbrake
airbrakes	N	airbrake
airbus	N	airbus
airbuses	N	airbus
air-conditioning	N	air-conditioning
air-cooling	N	air-cooling
aircraft	N	aircraft
aircraftman	N	aircraftman
aircraftmen	N	aircraftman
aircraftsman	N	aircraftsman
aircraftsmen	N	aircraftsman
aircrew	N	aircrew
aircrews	N	aircrew
aircushion	N	aircushion
aircushions	N	aircushion
airdrome	N	airdrome
airdromes	N	airdrome
airdrop	N	airdrop
airdrops	N	airdrop
Airedale	N	airedale
Airedales	N	airedale
Airedale	N	airedale
airfield	N	airfield
airfields	N	airfield
airflow	N	airflow
airforce	N	airforce
airforces	N	airforce
airframe	N	airframe
airframes	N	airframe
airgun	N	airgun
airguns	N	airgun
airhole	N	airhole
airholes	N	airhole
airhostess	N	airhostess
airhostesses	N	airhostess
airing	N	airing
airings	N	airing
airlane	N	airlane
airlanes	N	airlane
airletter	N	airletter
airletters	N	airletter
airlift	N	airlift
airlifts	N	airlift
airline	N	airline
airlines	N	airline
airliner	N	airliner
airliners	N	airliner
airlock	N	airlock
airlocks	N	airlock
airmail	N	airmail
airman	N	airman
airmen	N	airman
aeroplane	N	airplane
aeroplanes	N	airplane
airplane	N	airplane
airplanes	N	airplane
airpocket	N	airpocket
airpockets	N	airpocket
airport	N	airport
airports	N	airport
air-pump	N	air-pump
air-pumps	N	air-pump
airs	N	airs
airscrew	N	airscrew
airscrews	N	airscrew
air-shaft	N	air-shaft
air-shafts	N	air-shaft
airship	N	airship
airships	N	airship
air-sickness	N	air-sickness
airspace	N	airspace
airspeed	N	airspeed
airstrip	N	airstrip
airstrips	N	airstrip
airway	N	airway
airways	N	airway
airwoman	N	airwoman
airwomen	N	airwoman
airworthiness	N	airworthiness
aisle	N	aisle
aisles	N	aisle
aitch	N	aitch
aitches	N	aitch
aitch-bone	N	aitch-bone
aitch-bones	N	aitch-bone
Al	N	al
alabaster	N	alabaster
alacrity	N	alacrity
alarm	N	alarm
alarms	N	alarm
alarmist	N	alarmist
alarmists	N	alarmist
alb	N	alb
albs	N	alb
Albania	N	albania
Albanian	N	albanian
Albanians	N	albanian
albatross	N	albatross
albatrosses	N	albatross
albino	N	albino
albinos	N	albino
album	N	album
albums	N	album
albumen	N	albumen
alchemist	N	alchemist
alchemists	N	alchemist
alchemy	N	alchemy
alcohol	N	alcohol
alcoholic	N	alcoholic
alcoholics	N	alcoholic
alcoholism	N	alcoholism
alcove	N	alcove
alcoves	N	alcove
alder	N	alder
alders	N	alder
alderman	N	alderman
aldermen	N	alderman
ale	N	ale
ales	N	ale
ale-house	N	ale-house
ale-houses	N	ale-house
alert	N	alert
alerts	N	alert
alertness	N	alertness
alexandrine	N	alexandrine
alexandrines	N	alexandrine
alexia	N	alexia
alexic	N	alexic
alexics	N	alexic
alfalfa	N	alfalfa
alga	N	alga
algae	N	alga
algebra	N	algebra
algebras	N	algebra
Algeria	N	algeria
Algerian	N	algerian
Algerians	N	algerian
algorithm	N	algorithm
algorithms	N	algorithm
alias	N	alias
aliases	N	alias
alibi	N	alibi
alibis	N	alibi
Alice	N	alice
alien	N	alien
aliens	N	alien
alienation	N	alienation
alienist	N	alienist
alienists	N	alienist
alignment	N	alignment
alignments	N	alignment
aliment	N	aliment
aliments	N	aliment
alimony	N	alimony
alkali	N	alkali
alkalies	N	alkali
all	N	all
Allah	N	allah
allegation	N	allegation
allegations	N	allegation
allegiance	N	allegiance
allegiances	N	allegiance
allegories	N	allegory
allegory	N	allegory
allegretto	N	allegretto
allegrettos	N	allegretto
allegro	N	allegro
allegros	N	allegro
alleluia	N	alleluia
alleluias	N	alleluia
allergen	N	allergen
allergens	N	allergen
allergies	N	allergy
allergy	N	allergy
alleviation	N	alleviation
alley	N	alley
alleys	N	alley
alleyway	N	alleyway
alleyways	N	alleyway
alliance	N	alliance
alliances	N	alliance
alligator	N	alligator
alligators	N	alligator
alliteration	N	alliteration
allocation	N	allocation
allocations	N	allocation
allopathy	N	allopathy
allotment	N	allotment
allotments	N	allotment
allowance	N	allowance
allowances	N	allowance
alloy	N	alloy
alloys	N	alloy
all-rounder	N	all-rounder
all-rounders	N	all-rounder
allspice	N	allspice
allure	N	allure
allures	N	allure
allurement	N	allurement
allurements	N	allurement
allusion	N	allusion
allusions	N	allusion
alluvia	N	alluvium
alluvium	N	alluvium
alluviums	N	alluvium
allies	N	ally
ally	N	ally
almanac	N	almanac
almanacks	N	almanac
Almighty	N	almighty
almond	N	almond
almonds	N	almond
almoner	N	almoner
almoners	N	almoner
alms	N	alms
alms-box	N	alms-box
alms-boxes	N	alms-box
alms-giving	N	alms-giving
alms-house	N	alms-house
alms-houses	N	alms-house
aloe	N	aloe
aloes	N	aloe
aloofness	N	aloofness
alopecia	N	alopecia
alp	N	alp
alps	N	alp
alpaca	N	alpaca
alpacas	N	alpaca
alpenhorn	N	alpenhorn
alpenhorns	N	alpenhorn
alpenstock	N	alpenstock
alpenstocks	N	alpenstock
alpha	N	alpha
alphas	N	alpha
alphabet	N	alphabet
alphabets	N	alphabet
alpinism	N	alpinism
alpinist	N	alpinist
alpinists	N	alpinist
Alsace	N	alsace
Alsatian	N	alsatian
Alsatians	N	alsatian
also-ran	N	also-ran
also-rans	N	also-ran
altar	N	altar
altars	N	altar
altar-piece	N	altar-piece
altar-pieces	N	altar-piece
alteration	N	alteration
alterations	N	alteration
altercation	N	altercation
altercations	N	altercation
alternation	N	alternation
alternations	N	alternation
alternative	N	alternative
alternatives	N	alternative
alternator	N	alternator
alternators	N	alternator
altimeter	N	altimeter
altimeters	N	altimeter
altitude	N	altitude
altitudes	N	altitude
alto	N	alto
altos	N	alto
altogether	N	altogether
altruism	N	altruism
altruisms	N	altruism
altruist	N	altruist
altruists	N	altruist
alum	N	alum
aluminium	N	aluminum
aluminum	N	aluminum
alumna	N	alumna
alumnae	N	alumna
alumni	N	alumnus
alumnus	N	alumnus
alveolar	N	alveolar
alveolars	N	alveolar
alyssum	N	alyssum
alyssums	N	alyssum
AM	N	am
a.m.	N	a.m.
amah	N	amah
amahs	N	amah
amalgam	N	amalgam
amalgams	N	amalgam
amalgamation	N	amalgamation
amalgamations	N	amalgamation
amanuenses	N	amanuensis
amanuensis	N	amanuensis
amaryllis	N	amaryllis
amaryllises	N	amaryllis
amateur	N	amateur
amateurs	N	amateur
amateurishness	N	amateurishness
amateurism	N	amateurism
amazement	N	amazement
Amazon	N	amazon
Amazons	N	amazon
ambassador	N	ambassador
ambassadors	N	ambassador
ambassadorship	N	ambassadorship
ambassadorships	N	ambassadorship
ambassadress	N	ambassadress
ambassadresses	N	ambassadress
amber	N	amber
ambergris	N	ambergris
ambience	N	ambience
ambiguities	N	ambiguity
ambiguity	N	ambiguity
ambiguousness	N	ambiguousness
ambit	N	ambit
ambits	N	ambit
ambition	N	ambition
ambitions	N	ambition
ambitiousness	N	ambitiousness
ambivalence	N	ambivalence
amble	N	amble
ambrosia	N	ambrosia
ambulance	N	ambulance
ambulances	N	ambulance
ambuscade	N	ambuscade
ambuscades	N	ambuscade
ambush	N	ambush
ambushes	N	ambush
AmE	N	ame
amelioration	N	amelioration
amendment	N	amendment
amendments	N	amendment
amends	N	amends
amenities	N	amenity
amenity	N	amenity
American	N	american
Americans	N	american
Americanism	N	americanism
Americanisms	N	americanism
Amerindian	N	amerindian
Amerindians	N	amerindian
amethyst	N	amethyst
amethysts	N	amethyst
Amhara	N	amhara
Amharic	N	amharic
amiability	N	amiability
amicability	N	amicability
ameer	N	ameer
ameers	N	ameer
amity	N	amity
ammeter	N	ammeter
ammeters	N	ammeter
ammo	N	ammo
ammonia	N	ammonia
ammonite	N	ammonite
ammonites	N	ammonite
ammunition	N	ammunition
amnesia	N	amnesia
amnesties	N	amnesty
amnesty	N	amnesty
ameba	N	amoeba
amebae	N	amoeba
amebas	N	amoeba
amoeba	N	amoeba
amoebae	N	amoeba
amoebas	N	amoeba
amorality	N	amorality
amorousness	N	amorousness
amorphousness	N	amorphousness
amortisation	N	amortisation
amortisations	N	amortisation
amount	N	amount
amounts	N	amount
amour	N	amour
amours	N	amour
amour-propre	N	amour-propre
amp	N	amp
amps	N	amp
amperage	N	amperage
ampere	N	ampere
amperes	N	ampere
ampersand	N	ampersand
ampersands	N	ampersand
amphetamine	N	amphetamine
amphetamines	N	amphetamine
amphibian	N	amphibian
amphibians	N	amphibian
amphitheater	N	amphitheater
amphitheaters	N	amphitheater
amphora	N	amphora
amphorae	N	amphora
amphoras	N	amphora
amplification	N	amplification
amplifier	N	amplifier
amplifiers	N	amplifier
amplitude	N	amplitude
ampoule	N	ampoule
ampoules	N	ampoule
amputation	N	amputation
amputations	N	amputation
amputee	N	amputee
amputees	N	amputee
amulet	N	amulet
amulets	N	amulet
amusement	N	amusement
amusements	N	amusement
anachronism	N	anachronism
anachronisms	N	anachronism
anaconda	N	anaconda
anacondas	N	anaconda
anaemia	N	anaemia
anaesthesia	N	anaesthesia
anaesthetic	N	anaesthetic
anaesthetics	N	anaesthetic
anaesthetist	N	anaesthetist
anaesthetists	N	anaesthetist
anagram	N	anagram
anagrams	N	anagram
analecta	N	analecta
analects	N	analects
analgesia	N	analgesia
analgesic	N	analgesic
analgesics	N	analgesic
analog	N	analog
analogs	N	analog
analogies	N	analogy
analogy	N	analogy
analyses	N	analysis
analysis	N	analysis
analyst	N	analyst
analysts	N	analyst
anapaest	N	anapaest
anapaests	N	anapaest
anarchism	N	anarchism
anarchist	N	anarchist
anarchists	N	anarchist
anarchy	N	anarchy
anathema	N	anathema
anathemas	N	anathema
anatomist	N	anatomist
anatomists	N	anatomist
anatomies	N	anatomy
anatomy	N	anatomy
ancestor	N	ancestor
ancestors	N	ancestor
ancestress	N	ancestress
ancestresses	N	ancestress
ancestries	N	ancestry
ancestry	N	ancestry
anchor	N	anchor
anchors	N	anchor
anchorage	N	anchorage
anchorages	N	anchorage
anchoress	N	anchoress
anchoresses	N	anchoress
anchorite	N	anchorite
anchorites	N	anchorite
anchorman	N	anchorman
anchormen	N	anchorman
anchovies	N	anchovy
anchovy	N	anchovy
ancient	N	ancient
ancients	N	ancient
ancillaries	N	ancillary
ancillary	N	ancillary
andante	N	andante
andantes	N	andante
andiron	N	andiron
andirons	N	andiron
Andorra	N	andorra
Andorran	N	andorran
Andorrans	N	andorran
androgyne	N	androgyne
androgynes	N	androgyne
anecdote	N	anecdote
anecdotes	N	anecdote
anemometer	N	anemometer
anemometers	N	anemometer
anemone	N	anemone
anemones	N	anemone
angel	N	angel
angels	N	angel
angelica	N	angelica
angelus	N	angelus
anger	N	anger
angina	N	angina
angle	N	angle
angles	N	angle
angle-dozer	N	angle-dozer
angle-dozers	N	angle-dozer
angle-iron	N	angle-iron
angle-irons	N	angle-iron
angler	N	angler
anglers	N	angler
Anglican	N	anglican
Anglicans	N	anglican
Anglicanism	N	anglicanism
anglicism	N	anglicism
anglicisms	N	anglicism
angling	N	angling
Anglo-American	N	anglo-american
Anglo-Americans	N	anglo-american
Anglo-Catholic	N	anglo-catholic
Anglo-Catholics	N	anglo-catholic
Anglo-Catholicism	N	anglo-catholicism
Anglo-Indian	N	anglo-indian
Anglo-Indians	N	anglo-indian
Anglomania	N	anglomania
Anglophile	N	anglophile
Anglophiles	N	anglophile
Anglophilia	N	anglophilia
Anglophobe	N	anglophobe
Anglophobes	N	anglophobe
Anglophobia	N	anglophobia
Anglo-Saxon	N	anglo-saxon
Anglo-Saxons	N	anglo-saxon
Angola	N	angola
Angolan	N	angolan
Angolans	N	angolan
angora	N	angora
angoras	N	angora
angostura	N	angostura
angst	N	angst
Anguilla	N	anguilla
Anguillan	N	anguillan
Anguillans	N	anguillan
anguish	N	anguish
angularities	N	angularity
angularity	N	angularity
aniline	N	aniline
anilines	N	aniline
animadversion	N	animadversion
animadversions	N	animadversion
animal	N	animal
animals	N	animal
animalcule	N	animalcule
animalcules	N	animalcule
animalism	N	animalism
animation	N	animation
animism	N	animism
animist	N	animist
animists	N	animist
animosities	N	animosity
animosity	N	animosity
animus	N	animus
anis	N	anis
anise	N	anise
anises	N	anise
aniseed	N	aniseed
ankle	N	ankle
ankles	N	ankle
anklet	N	anklet
anklets	N	anklet
anna	N	anna
annas	N	anna
annalist	N	annalist
annalists	N	annalist
annals	N	annals
annexation	N	annexation
annexations	N	annexation
annex	N	annex
annexes	N	annex
annihilation	N	annihilation
anniversaries	N	anniversary
anniversary	N	anniversary
annotation	N	annotation
annotations	N	annotation
announcement	N	announcement
announcements	N	announcement
announcer	N	announcer
announcers	N	announcer
annoyance	N	annoyance
annoyances	N	annoyance
annual	N	annual
annuals	N	annual
annuitant	N	annuitant
annuitants	N	annuitant
